Unidades: €/MW;;
Informação acedida em: 30/06/2025 15:32:26;;
Data;Hora;Portugal
02/07/2019;10;51.20
02/07/2019;11;51.81
02/07/2019;12;52.69
02/07/2019;13;53.69
02/07/2019;14;53.77
02/07/2019;15;53.13
02/07/2019;16;51.95
02/07/2019;17;51.64
02/07/2019;18;51.45
02/07/2019;19;50.78
02/07/2019;20;50.11
02/07/2019;21;50.11
02/07/2019;22;50.76
02/07/2019;23;50.11
02/07/2019;24;49.80
03/07/2019;1;51.53
03/07/2019;2;47.42
03/07/2019;3;43.75
03/07/2019;4;42.49
03/07/2019;5;42.50
03/07/2019;6;45.00
03/07/2019;7;47.50
03/07/2019;8;50.10
03/07/2019;9;52.49
03/07/2019;10;53.50
03/07/2019;11;53.69
03/07/2019;12;53.70
03/07/2019;13;53.95
03/07/2019;14;53.99
03/07/2019;15;53.69
03/07/2019;16;53.19
03/07/2019;17;53.19
03/07/2019;18;53.30
03/07/2019;19;53.01
03/07/2019;20;53.19
03/07/2019;21;53.19
03/07/2019;22;53.69
03/07/2019;23;53.30
03/07/2019;24;51.49
04/07/2019;1;53.88
04/07/2019;2;51.01
04/07/2019;3;48.24
04/07/2019;4;47.00
04/07/2019;5;47.11
04/07/2019;6;50.00
04/07/2019;7;50.08
04/07/2019;8;53.95
04/07/2019;9;54.51
04/07/2019;10;55.00
04/07/2019;11;55.05
04/07/2019;12;54.70
04/07/2019;13;55.05
04/07/2019;14;55.05
04/07/2019;15;54.44
04/07/2019;16;53.95
04/07/2019;17;53.88
04/07/2019;18;53.95
04/07/2019;19;53.95
04/07/2019;20;54.08
04/07/2019;21;54.63
04/07/2019;22;55.08
04/07/2019;23;55.08
04/07/2019;24;53.88
05/07/2019;1;58.00
05/07/2019;2;56.83
05/07/2019;3;55.04
05/07/2019;4;54.00
05/07/2019;5;54.03
05/07/2019;6;55.60
05/07/2019;7;54.55
05/07/2019;8;56.05
05/07/2019;9;56.50
05/07/2019;10;57.50
05/07/2019;11;57.50
05/07/2019;12;57.55
05/07/2019;13;57.90
05/07/2019;14;57.90
05/07/2019;15;56.90
05/07/2019;16;55.51
05/07/2019;17;54.55
05/07/2019;18;54.50
05/07/2019;19;54.03
05/07/2019;20;54.85
05/07/2019;21;55.75
05/07/2019;22;57.14
05/07/2019;23;57.00
05/07/2019;24;55.39
06/07/2019;1;58.08
06/07/2019;2;57.47
06/07/2019;3;55.80
06/07/2019;4;55.00
06/07/2019;5;55.00
06/07/2019;6;54.00
06/07/2019;7;47.49
06/07/2019;8;49.16
06/07/2019;9;52.92
06/07/2019;10;53.95
06/07/2019;11;53.95
06/07/2019;12;53.70
06/07/2019;13;53.70
06/07/2019;14;53.01
06/07/2019;15;50.46
06/07/2019;16;46.44
06/07/2019;17;45.07
06/07/2019;18;44.87
06/07/2019;19;45.42
06/07/2019;20;46.44
06/07/2019;21;50.36
06/07/2019;22;53.49
06/07/2019;23;53.70
06/07/2019;24;53.30
07/07/2019;1;56.78
07/07/2019;2;56.32
07/07/2019;3;55.17
07/07/2019;4;50.01
07/07/2019;5;48.41
07/07/2019;6;48.24
07/07/2019;7;45.17
07/07/2019;8;44.31
07/07/2019;9;45.96
07/07/2019;10;47.08
07/07/2019;11;48.17
07/07/2019;12;50.00
07/07/2019;13;52.97
07/07/2019;14;54.52
07/07/2019;15;53.50
07/07/2019;16;49.07
07/07/2019;17;46.53
07/07/2019;18;45.18
07/07/2019;19;45.16
07/07/2019;20;45.18
07/07/2019;21;46.50
07/07/2019;22;52.96
07/07/2019;23;55.17
07/07/2019;24;48.59
08/07/2019;1;47.75
08/07/2019;2;42.41
08/07/2019;3;41.79
08/07/2019;4;41.79
08/07/2019;5;41.76
08/07/2019;6;42.41
08/07/2019;7;47.41
08/07/2019;8;48.57
08/07/2019;9;53.69
08/07/2019;10;55.69
08/07/2019;11;55.62
08/07/2019;12;56.77
08/07/2019;13;57.50
08/07/2019;14;57.69
08/07/2019;15;56.77
08/07/2019;16;55.00
08/07/2019;17;54.00
08/07/2019;18;53.32
08/07/2019;19;51.60
08/07/2019;20;52.17
08/07/2019;21;53.32
08/07/2019;22;55.00
08/07/2019;23;55.07
08/07/2019;24;53.47
09/07/2019;1;54.47
09/07/2019;2;51.60
09/07/2019;3;48.57
09/07/2019;4;48.24
09/07/2019;5;47.70
09/07/2019;6;48.80
09/07/2019;7;49.30
09/07/2019;8;51.60
09/07/2019;9;54.47
09/07/2019;10;54.97
09/07/2019;11;54.47
09/07/2019;12;54.97
09/07/2019;13;55.62
09/07/2019;14;55.62
09/07/2019;15;54.97
09/07/2019;16;53.56
09/07/2019;17;53.32
09/07/2019;18;52.95
09/07/2019;19;52.16
09/07/2019;20;51.64
09/07/2019;21;52.48
09/07/2019;22;53.87
09/07/2019;23;53.14
09/07/2019;24;51.00
10/07/2019;1;51.12
10/07/2019;2;46.50
10/07/2019;3;42.77
10/07/2019;4;42.01
10/07/2019;5;42.01
10/07/2019;6;44.17
10/07/2019;7;46.75
10/07/2019;8;47.67
10/07/2019;9;50.99
10/07/2019;10;53.64
10/07/2019;11;53.95
10/07/2019;12;54.90
10/07/2019;13;55.57
10/07/2019;14;56.57
10/07/2019;15;56.50
10/07/2019;16;55.31
10/07/2019;17;55.57
10/07/2019;18;55.13
10/07/2019;19;54.28
10/07/2019;20;53.92
10/07/2019;21;53.92
10/07/2019;22;55.50
10/07/2019;23;54.39
10/07/2019;24;51.00
11/07/2019;1;55.97
11/07/2019;2;52.51
11/07/2019;3;49.01
11/07/2019;4;49.30
11/07/2019;5;49.30
11/07/2019;6;50.30
11/07/2019;7;49.00
11/07/2019;8;52.17
11/07/2019;9;56.42
11/07/2019;10;57.01
11/07/2019;11;55.86
11/07/2019;12;55.07
11/07/2019;13;56.59
11/07/2019;14;57.08
11/07/2019;15;56.07
11/07/2019;16;55.02
11/07/2019;17;55.02
11/07/2019;18;55.57
11/07/2019;19;54.99
11/07/2019;20;54.99
11/07/2019;21;55.57
11/07/2019;22;56.50
11/07/2019;23;55.57
11/07/2019;24;51.00
12/07/2019;1;58.29
12/07/2019;2;56.89
12/07/2019;3;53.05
12/07/2019;4;53.62
12/07/2019;5;53.11
12/07/2019;6;54.79
12/07/2019;7;54.79
12/07/2019;8;53.09
12/07/2019;9;56.89
12/07/2019;10;58.29
12/07/2019;11;58.39
12/07/2019;12;58.39
12/07/2019;13;58.81
12/07/2019;14;58.39
12/07/2019;15;58.81
12/07/2019;16;58.31
12/07/2019;17;58.29
12/07/2019;18;58.31
12/07/2019;19;58.29
12/07/2019;20;58.29
12/07/2019;21;58.28
12/07/2019;22;57.89
12/07/2019;23;57.08
12/07/2019;24;56.51
13/07/2019;1;58.21
13/07/2019;2;57.01
13/07/2019;3;53.00
13/07/2019;4;50.33
13/07/2019;5;48.00
13/07/2019;6;48.80
13/07/2019;7;46.62
13/07/2019;8;46.60
13/07/2019;9;48.03
13/07/2019;10;51.44
13/07/2019;11;54.84
13/07/2019;12;55.41
13/07/2019;13;55.50
13/07/2019;14;55.01
13/07/2019;15;53.09
13/07/2019;16;50.61
13/07/2019;17;48.53
13/07/2019;18;47.41
13/07/2019;19;47.11
13/07/2019;20;48.59
13/07/2019;21;51.35
13/07/2019;22;52.49
13/07/2019;23;52.96
13/07/2019;24;50.53
14/07/2019;1;54.41
14/07/2019;2;49.99
14/07/2019;3;47.80
14/07/2019;4;45.63
14/07/2019;5;43.00
14/07/2019;6;44.57
14/07/2019;7;45.77
14/07/2019;8;45.63
14/07/2019;9;47.91
14/07/2019;10;48.34
14/07/2019;11;48.12
14/07/2019;12;48.48
14/07/2019;13;49.62
14/07/2019;14;50.30
14/07/2019;15;50.00
14/07/2019;16;48.36
14/07/2019;17;47.40
14/07/2019;18;45.63
14/07/2019;19;45.78
14/07/2019;20;47.40
14/07/2019;21;49.62
14/07/2019;22;55.82
14/07/2019;23;58.31
14/07/2019;24;55.50
15/07/2019;1;56.89
15/07/2019;2;49.96
15/07/2019;3;44.00
15/07/2019;4;43.00
15/07/2019;5;42.89
15/07/2019;6;46.00
15/07/2019;7;50.50
15/07/2019;8;52.44
15/07/2019;9;55.02
15/07/2019;10;55.17
15/07/2019;11;55.00
15/07/2019;12;55.90
15/07/2019;13;57.21
15/07/2019;14;57.31
15/07/2019;15;55.82
15/07/2019;16;54.49
15/07/2019;17;53.99
15/07/2019;18;54.30
15/07/2019;19;51.58
15/07/2019;20;51.95
15/07/2019;21;53.40
15/07/2019;22;56.24
15/07/2019;23;52.66
15/07/2019;24;51.00
16/07/2019;1;52.76
16/07/2019;2;48.29
16/07/2019;3;44.87
16/07/2019;4;43.59
16/07/2019;5;43.77
16/07/2019;6;45.17
16/07/2019;7;45.97
16/07/2019;8;50.03
16/07/2019;9;53.00
16/07/2019;10;55.51
16/07/2019;11;54.84
16/07/2019;12;55.32
16/07/2019;13;56.24
16/07/2019;14;57.25
16/07/2019;15;56.10
16/07/2019;16;54.49
16/07/2019;17;53.67
16/07/2019;18;53.66
16/07/2019;19;51.73
16/07/2019;20;52.64
16/07/2019;21;52.00
16/07/2019;22;53.03
16/07/2019;23;52.07
16/07/2019;24;50.04
17/07/2019;1;54.99
17/07/2019;2;49.84
17/07/2019;3;45.96
17/07/2019;4;45.63
17/07/2019;5;45.96
17/07/2019;6;48.58
17/07/2019;7;49.86
17/07/2019;8;49.98
17/07/2019;9;53.18
17/07/2019;10;54.49
17/07/2019;11;55.00
17/07/2019;12;55.68
17/07/2019;13;56.94
17/07/2019;14;57.31
17/07/2019;15;55.98
17/07/2019;16;54.49
17/07/2019;17;54.47
17/07/2019;18;54.49
17/07/2019;19;53.32
17/07/2019;20;54.01
17/07/2019;21;53.21
17/07/2019;22;54.53
17/07/2019;23;54.00
17/07/2019;24;52.29
18/07/2019;1;56.00
18/07/2019;2;51.72
18/07/2019;3;47.36
18/07/2019;4;45.96
18/07/2019;5;46.00
18/07/2019;6;47.40
18/07/2019;7;46.90
18/07/2019;8;50.36
18/07/2019;9;54.00
18/07/2019;10;55.57
18/07/2019;11;56.19
18/07/2019;12;57.01
18/07/2019;13;57.89
18/07/2019;14;58.39
18/07/2019;15;57.69
18/07/2019;16;57.24
18/07/2019;17;57.17
18/07/2019;18;57.17
18/07/2019;19;56.19
18/07/2019;20;56.19
18/07/2019;21;56.50
18/07/2019;22;57.05
18/07/2019;23;56.19
18/07/2019;24;52.00
19/07/2019;1;53.67
19/07/2019;2;49.75
19/07/2019;3;47.25
19/07/2019;4;47.07
19/07/2019;5;47.36
19/07/2019;6;49.88
19/07/2019;7;50.91
19/07/2019;8;52.35
19/07/2019;9;56.61
19/07/2019;10;57.08
19/07/2019;11;57.17
19/07/2019;12;57.01
19/07/2019;13;57.17
19/07/2019;14;57.05
19/07/2019;15;54.41
19/07/2019;16;52.14
19/07/2019;17;52.34
19/07/2019;18;51.81
19/07/2019;19;50.98
19/07/2019;20;52.00
19/07/2019;21;52.34
19/07/2019;22;52.07
19/07/2019;23;51.10
19/07/2019;24;49.61
20/07/2019;1;53.00
20/07/2019;2;51.51
20/07/2019;3;49.15
20/07/2019;4;47.07
20/07/2019;5;46.71
20/07/2019;6;48.89
20/07/2019;7;45.50
20/07/2019;8;45.00
20/07/2019;9;47.51
20/07/2019;10;53.07
20/07/2019;11;56.19
20/07/2019;12;56.19
20/07/2019;13;56.17
20/07/2019;14;56.94
20/07/2019;15;55.53
20/07/2019;16;52.77
20/07/2019;17;49.10
20/07/2019;18;47.51
20/07/2019;19;46.80
20/07/2019;20;47.01
20/07/2019;21;50.24
20/07/2019;22;51.78
20/07/2019;23;51.81
20/07/2019;24;48.80
21/07/2019;1;50.28
21/07/2019;2;45.00
21/07/2019;3;43.00
21/07/2019;4;44.00
21/07/2019;5;44.70
21/07/2019;6;45.50
21/07/2019;7;43.93
21/07/2019;8;45.00
21/07/2019;9;46.51
21/07/2019;10;48.00
21/07/2019;11;46.66
21/07/2019;12;48.10
21/07/2019;13;51.01
21/07/2019;14;54.31
21/07/2019;15;55.42
21/07/2019;16;53.01
21/07/2019;17;50.10
21/07/2019;18;48.87
21/07/2019;19;48.00
21/07/2019;20;49.50
21/07/2019;21;54.40
21/07/2019;22;56.51
21/07/2019;23;57.69
21/07/2019;24;53.75
22/07/2019;1;57.17
22/07/2019;2;54.17
22/07/2019;3;52.00
22/07/2019;4;52.07
22/07/2019;5;53.50
22/07/2019;6;56.19
22/07/2019;7;56.78
22/07/2019;8;57.69
22/07/2019;9;57.69
22/07/2019;10;57.69
22/07/2019;11;57.05
22/07/2019;12;56.19
22/07/2019;13;57.00
22/07/2019;14;57.05
22/07/2019;15;56.54
22/07/2019;16;57.08
22/07/2019;17;57.17
22/07/2019;18;57.17
22/07/2019;19;57.01
22/07/2019;20;56.54
22/07/2019;21;55.99
22/07/2019;22;56.19
22/07/2019;23;55.42
22/07/2019;24;55.67
23/07/2019;1;56.02
23/07/2019;2;53.25
23/07/2019;3;51.51
23/07/2019;4;50.77
23/07/2019;5;50.19
23/07/2019;6;51.50
23/07/2019;7;52.79
23/07/2019;8;53.93
23/07/2019;9;55.99
23/07/2019;10;55.57
23/07/2019;11;55.42
23/07/2019;12;55.10
23/07/2019;13;55.40
23/07/2019;14;55.40
23/07/2019;15;54.00
23/07/2019;16;55.40
23/07/2019;17;55.42
23/07/2019;18;56.25
23/07/2019;19;57.71
23/07/2019;20;58.98
23/07/2019;21;57.43
23/07/2019;22;57.71
23/07/2019;23;57.85
23/07/2019;24;57.10
24/07/2019;1;55.21
24/07/2019;2;53.19
24/07/2019;3;51.86
24/07/2019;4;51.68
24/07/2019;5;51.98
24/07/2019;6;53.20
24/07/2019;7;53.23
24/07/2019;8;54.20
24/07/2019;9;57.35
24/07/2019;10;57.79
24/07/2019;11;57.71
24/07/2019;12;58.11
24/07/2019;13;57.99
24/07/2019;14;57.24
24/07/2019;15;56.46
24/07/2019;16;54.93
24/07/2019;17;54.88
24/07/2019;18;57.75
24/07/2019;19;58.25
24/07/2019;20;58.37
24/07/2019;21;58.73
24/07/2019;22;58.98
24/07/2019;23;57.81
24/07/2019;24;53.04
25/07/2019;1;50.68
25/07/2019;2;52.06
25/07/2019;3;48.00
25/07/2019;4;45.71
25/07/2019;5;45.00
25/07/2019;6;47.50
25/07/2019;7;51.68
25/07/2019;8;56.99
25/07/2019;9;55.25
25/07/2019;10;56.70
25/07/2019;11;54.94
25/07/2019;12;53.84
25/07/2019;13;56.46
25/07/2019;14;57.08
25/07/2019;15;54.94
25/07/2019;16;53.84
25/07/2019;17;53.96
25/07/2019;18;56.85
25/07/2019;19;58.11
25/07/2019;20;58.37
25/07/2019;21;58.52
25/07/2019;22;56.75
25/07/2019;23;55.50
25/07/2019;24;49.41
26/07/2019;1;54.91
26/07/2019;2;51.25
26/07/2019;3;47.07
26/07/2019;4;45.20
26/07/2019;5;45.55
26/07/2019;6;48.01
26/07/2019;7;50.20
26/07/2019;8;49.66
26/07/2019;9;54.18
26/07/2019;10;56.07
26/07/2019;11;56.06
26/07/2019;12;56.06
26/07/2019;13;56.46
26/07/2019;14;56.99
26/07/2019;15;55.21
26/07/2019;16;52.29
26/07/2019;17;51.49
26/07/2019;18;51.00
26/07/2019;19;52.07
26/07/2019;20;53.62
26/07/2019;21;52.06
26/07/2019;22;51.80
26/07/2019;23;56.06
26/07/2019;24;52.77
27/07/2019;1;52.06
27/07/2019;2;50.04
27/07/2019;3;48.00
27/07/2019;4;48.44
27/07/2019;5;46.85
27/07/2019;6;46.00
27/07/2019;7;43.50
27/07/2019;8;42.21
27/07/2019;9;44.95
27/07/2019;10;48.90
27/07/2019;11;49.28
27/07/2019;12;49.95
27/07/2019;13;50.00
27/07/2019;14;49.48
27/07/2019;15;45.27
27/07/2019;16;41.81
27/07/2019;17;40.64
27/07/2019;18;40.50
27/07/2019;19;40.64
27/07/2019;20;41.05
27/07/2019;21;42.82
27/07/2019;22;45.78
27/07/2019;23;49.49
27/07/2019;24;44.94
28/07/2019;1;48.14
28/07/2019;2;43.73
28/07/2019;3;41.00
28/07/2019;4;40.60
28/07/2019;5;40.60
28/07/2019;6;40.60
28/07/2019;7;40.25
28/07/2019;8;40.05
28/07/2019;9;42.21
28/07/2019;10;45.25
28/07/2019;11;43.02
28/07/2019;12;44.01
28/07/2019;13;45.27
28/07/2019;14;48.07
28/07/2019;15;47.62
28/07/2019;16;44.79
28/07/2019;17;43.00
28/07/2019;18;42.92
28/07/2019;19;42.70
28/07/2019;20;46.42
28/07/2019;21;53.59
28/07/2019;22;57.05
28/07/2019;23;58.25
28/07/2019;24;55.09
29/07/2019;1;54.30
29/07/2019;2;47.00
29/07/2019;3;40.81
29/07/2019;4;40.25
29/07/2019;5;40.05
29/07/2019;6;40.60
29/07/2019;7;43.24
29/07/2019;8;44.94
29/07/2019;9;51.18
29/07/2019;10;56.28
29/07/2019;11;54.48
29/07/2019;12;54.19
29/07/2019;13;55.69
29/07/2019;14;55.00
29/07/2019;15;51.24
29/07/2019;16;47.49
29/07/2019;17;46.97
29/07/2019;18;46.21
29/07/2019;19;46.97
29/07/2019;20;47.23
29/07/2019;21;46.07
29/07/2019;22;46.99
29/07/2019;23;49.38
29/07/2019;24;44.64
30/07/2019;1;44.61
30/07/2019;2;40.25
30/07/2019;3;39.40
30/07/2019;4;39.10
30/07/2019;5;39.20
30/07/2019;6;39.50
30/07/2019;7;40.60
30/07/2019;8;45.12
30/07/2019;9;48.68
30/07/2019;10;51.19
30/07/2019;11;50.17
30/07/2019;12;51.42
30/07/2019;13;54.18
30/07/2019;14;55.20
30/07/2019;15;54.26
30/07/2019;16;54.07
30/07/2019;17;53.43
30/07/2019;18;52.76
30/07/2019;19;51.19
30/07/2019;20;49.18
30/07/2019;21;50.01
30/07/2019;22;50.85
30/07/2019;23;51.42
30/07/2019;24;47.00
31/07/2019;1;50.17
31/07/2019;2;42.68
31/07/2019;3;40.00
31/07/2019;4;39.50
31/07/2019;5;39.40
31/07/2019;6;39.40
31/07/2019;7;40.16
31/07/2019;8;43.22
31/07/2019;9;48.79
31/07/2019;10;51.00
31/07/2019;11;50.29
31/07/2019;12;51.19
31/07/2019;13;51.26
31/07/2019;14;52.19
31/07/2019;15;50.69
31/07/2019;16;50.29
31/07/2019;17;50.29
31/07/2019;18;50.29
31/07/2019;19;48.79
31/07/2019;20;48.79
31/07/2019;21;48.17
31/07/2019;22;48.79
31/07/2019;23;50.17
31/07/2019;24;45.19
01/08/2019;1;50.15
01/08/2019;2;45.05
01/08/2019;3;42.00
01/08/2019;4;42.15
01/08/2019;5;42.50
01/08/2019;6;44.20
01/08/2019;7;43.86
01/08/2019;8;45.00
01/08/2019;9;47.74
01/08/2019;10;50.95
01/08/2019;11;51.01
01/08/2019;12;50.53
01/08/2019;13;51.18
01/08/2019;14;51.18
01/08/2019;15;49.86
01/08/2019;16;48.99
01/08/2019;17;49.53
01/08/2019;18;49.07
01/08/2019;19;51.08
01/08/2019;20;50.08
01/08/2019;21;49.50
01/08/2019;22;51.00
01/08/2019;23;51.53
01/08/2019;24;49.01
02/08/2019;1;50.95
02/08/2019;2;47.57
02/08/2019;3;44.17
02/08/2019;4;43.00
02/08/2019;5;42.00
02/08/2019;6;43.33
02/08/2019;7;44.57
02/08/2019;8;46.50
02/08/2019;9;49.99
02/08/2019;10;50.95
02/08/2019;11;51.01
02/08/2019;12;51.70
02/08/2019;13;51.70
02/08/2019;14;51.70
02/08/2019;15;51.20
02/08/2019;16;50.95
02/08/2019;17;50.87
02/08/2019;18;50.70
02/08/2019;19;50.20
02/08/2019;20;49.93
02/08/2019;21;50.70
02/08/2019;22;50.87
02/08/2019;23;49.92
02/08/2019;24;48.00
03/08/2019;1;51.33
03/08/2019;2;50.00
03/08/2019;3;47.58
03/08/2019;4;46.72
03/08/2019;5;46.47
03/08/2019;6;46.01
03/08/2019;7;43.57
03/08/2019;8;44.63
03/08/2019;9;45.51
03/08/2019;10;48.95
03/08/2019;11;50.50
03/08/2019;12;51.20
03/08/2019;13;50.53
03/08/2019;14;50.89
03/08/2019;15;48.49
03/08/2019;16;46.58
03/08/2019;17;44.46
03/08/2019;18;43.03
03/08/2019;19;43.03
03/08/2019;20;44.20
03/08/2019;21;46.00
03/08/2019;22;49.07
03/08/2019;23;49.00
03/08/2019;24;50.07
04/08/2019;1;51.20
04/08/2019;2;49.82
04/08/2019;3;46.60
04/08/2019;4;45.47
04/08/2019;5;44.60
04/08/2019;6;44.70
04/08/2019;7;44.01
04/08/2019;8;44.71
04/08/2019;9;44.71
04/08/2019;10;44.72
04/08/2019;11;44.16
04/08/2019;12;46.36
04/08/2019;13;48.95
04/08/2019;14;49.47
04/08/2019;15;47.01
04/08/2019;16;46.58
04/08/2019;17;43.01
04/08/2019;18;42.89
04/08/2019;19;41.75
04/08/2019;20;42.90
04/08/2019;21;44.91
04/08/2019;22;51.21
04/08/2019;23;52.10
04/08/2019;24;51.95
05/08/2019;1;51.49
05/08/2019;2;47.18
05/08/2019;3;45.75
05/08/2019;4;45.60
05/08/2019;5;45.75
05/08/2019;6;49.17
05/08/2019;7;51.25
05/08/2019;8;51.89
05/08/2019;9;51.79
05/08/2019;10;51.49
05/08/2019;11;51.17
05/08/2019;12;51.79
05/08/2019;13;52.04
05/08/2019;14;52.79
05/08/2019;15;52.04
05/08/2019;16;51.79
05/08/2019;17;51.25
05/08/2019;18;50.89
05/08/2019;19;48.80
05/08/2019;20;48.49
05/08/2019;21;50.08
05/08/2019;22;51.79
05/08/2019;23;51.49
05/08/2019;24;50.79
06/08/2019;1;51.79
06/08/2019;2;50.90
06/08/2019;3;49.16
06/08/2019;4;48.10
06/08/2019;5;48.00
06/08/2019;6;48.55
06/08/2019;7;46.93
06/08/2019;8;50.00
06/08/2019;9;51.20
06/08/2019;10;51.83
06/08/2019;11;51.00
06/08/2019;12;51.79
06/08/2019;13;51.99
06/08/2019;14;52.03
06/08/2019;15;51.79
06/08/2019;16;50.80
06/08/2019;17;50.11
06/08/2019;18;48.81
06/08/2019;19;48.93
06/08/2019;20;49.75
06/08/2019;21;49.07
06/08/2019;22;50.07
06/08/2019;23;49.12
06/08/2019;24;47.51
07/08/2019;1;49.76
07/08/2019;2;46.21
07/08/2019;3;43.51
07/08/2019;4;41.75
07/08/2019;5;42.80
07/08/2019;6;45.00
07/08/2019;7;47.00
07/08/2019;8;48.28
07/08/2019;9;51.20
07/08/2019;10;51.45
07/08/2019;11;51.24
07/08/2019;12;51.83
07/08/2019;13;51.97
07/08/2019;14;52.81
07/08/2019;15;51.89
07/08/2019;16;51.45
07/08/2019;17;51.22
07/08/2019;18;51.12
07/08/2019;19;50.97
07/08/2019;20;51.45
07/08/2019;21;51.00
07/08/2019;22;51.81
07/08/2019;23;51.22
07/08/2019;24;50.07
08/08/2019;1;50.50
08/08/2019;2;50.07
08/08/2019;3;47.51
08/08/2019;4;45.50
08/08/2019;5;44.53
08/08/2019;6;46.00
08/08/2019;7;48.55
08/08/2019;8;49.44
08/08/2019;9;50.93
08/08/2019;10;50.96
08/08/2019;11;50.03
08/08/2019;12;49.24
08/08/2019;13;49.33
08/08/2019;14;50.47
08/08/2019;15;47.57
08/08/2019;16;45.90
08/08/2019;17;45.25
08/08/2019;18;45.24
08/08/2019;19;45.23
08/08/2019;20;45.25
08/08/2019;21;45.90
08/08/2019;22;50.41
08/08/2019;23;47.90
08/08/2019;24;47.57
09/08/2019;1;42.60
09/08/2019;2;42.00
09/08/2019;3;38.75
09/08/2019;4;37.96
09/08/2019;5;36.69
09/08/2019;6;37.41
09/08/2019;7;39.09
09/08/2019;8;42.00
09/08/2019;9;44.24
09/08/2019;10;44.75
09/08/2019;11;44.70
09/08/2019;12;44.33
09/08/2019;13;45.25
09/08/2019;14;45.46
09/08/2019;15;44.95
09/08/2019;16;43.28
09/08/2019;17;42.50
09/08/2019;18;42.50
09/08/2019;19;43.88
09/08/2019;20;45.25
09/08/2019;21;49.45
09/08/2019;22;53.20
09/08/2019;23;53.19
09/08/2019;24;51.45
10/08/2019;1;48.53
10/08/2019;2;45.88
10/08/2019;3;44.70
10/08/2019;4;43.95
10/08/2019;5;43.71
10/08/2019;6;43.46
10/08/2019;7;42.66
10/08/2019;8;44.00
10/08/2019;9;45.26
10/08/2019;10;47.97
10/08/2019;11;46.52
10/08/2019;12;46.71
10/08/2019;13;47.44
10/08/2019;14;48.05
10/08/2019;15;47.51
10/08/2019;16;46.13
10/08/2019;17;44.89
10/08/2019;18;44.23
10/08/2019;19;44.13
10/08/2019;20;45.25
10/08/2019;21;49.00
10/08/2019;22;51.00
10/08/2019;23;50.25
10/08/2019;24;47.42
11/08/2019;1;47.25
11/08/2019;2;45.53
11/08/2019;3;42.48
11/08/2019;4;41.00
11/08/2019;5;40.00
11/08/2019;6;40.00
11/08/2019;7;39.75
11/08/2019;8;38.50
11/08/2019;9;39.77
11/08/2019;10;43.00
11/08/2019;11;43.00
11/08/2019;12;44.00
11/08/2019;13;44.70
11/08/2019;14;45.00
11/08/2019;15;43.53
11/08/2019;16;40.47
11/08/2019;17;38.45
11/08/2019;18;38.01
11/08/2019;19;38.03
11/08/2019;20;39.75
11/08/2019;21;42.31
11/08/2019;22;48.03
11/08/2019;23;50.90
11/08/2019;24;46.05
12/08/2019;1;42.00
12/08/2019;2;38.00
12/08/2019;3;36.52
12/08/2019;4;36.30
12/08/2019;5;36.10
12/08/2019;6;36.52
12/08/2019;7;38.50
12/08/2019;8;41.30
12/08/2019;9;43.16
12/08/2019;10;45.58
12/08/2019;11;44.89
12/08/2019;12;44.90
12/08/2019;13;46.00
12/08/2019;14;48.50
12/08/2019;15;47.51
12/08/2019;16;46.57
12/08/2019;17;46.00
12/08/2019;18;46.57
12/08/2019;19;46.28
12/08/2019;20;45.79
12/08/2019;21;47.00
12/08/2019;22;50.10
12/08/2019;23;48.50
12/08/2019;24;43.68
13/08/2019;1;38.45
13/08/2019;2;36.30
13/08/2019;3;35.94
13/08/2019;4;35.02
13/08/2019;5;35.00
13/08/2019;6;35.11
13/08/2019;7;36.97
13/08/2019;8;38.50
13/08/2019;9;42.46
13/08/2019;10;44.26
13/08/2019;11;44.89
13/08/2019;12;46.17
13/08/2019;13;47.49
13/08/2019;14;48.50
13/08/2019;15;48.50
13/08/2019;16;47.25
13/08/2019;17;46.83
13/08/2019;18;46.50
13/08/2019;19;46.00
13/08/2019;20;45.14
13/08/2019;21;46.53
13/08/2019;22;49.01
13/08/2019;23;46.83
13/08/2019;24;43.49
14/08/2019;1;46.56
14/08/2019;2;42.62
14/08/2019;3;39.99
14/08/2019;4;40.36
14/08/2019;5;38.69
14/08/2019;6;42.50
14/08/2019;7;44.54
14/08/2019;8;46.00
14/08/2019;9;47.50
14/08/2019;10;48.35
14/08/2019;11;47.75
14/08/2019;12;47.50
14/08/2019;13;47.75
14/08/2019;14;48.00
14/08/2019;15;47.25
14/08/2019;16;45.83
14/08/2019;17;46.00
14/08/2019;18;46.56
14/08/2019;19;47.01
14/08/2019;20;47.10
14/08/2019;21;47.40
14/08/2019;22;48.26
14/08/2019;23;47.25
14/08/2019;24;45.93
15/08/2019;1;45.90
15/08/2019;2;43.36
15/08/2019;3;40.36
15/08/2019;4;37.36
15/08/2019;5;36.69
15/08/2019;6;36.57
15/08/2019;7;37.00
15/08/2019;8;37.09
15/08/2019;9;39.75
15/08/2019;10;40.38
15/08/2019;11;40.00
15/08/2019;12;40.00
15/08/2019;13;41.50
15/08/2019;14;42.37
15/08/2019;15;41.85
15/08/2019;16;40.49
15/08/2019;17;39.51
15/08/2019;18;38.89
15/08/2019;19;38.80
15/08/2019;20;39.30
15/08/2019;21;41.60
15/08/2019;22;47.75
15/08/2019;23;47.75
15/08/2019;24;44.51
16/08/2019;1;46.00
16/08/2019;2;44.01
